session,created,modified,ended,expired,check,study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,id,illog_answ_subj,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,nosi_at_uni,n_projects,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other
5b9ywlY_b2tQ3vs6Ye51hvKJz1bSqeFXX63Bu_ShQvA_elpItrJhTxc4c1w8QJpE,2018-12-08T10:05:44Z,2018-12-08T10:12:53Z,2018-12-08T10:12:53Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,29,female,Johannes Gutenberg-Universität Mainz,NA,Yes,"1, 2, 3, 4",6,"1, 2, 4, 5, 6",yes,14,5,5,3,SPSS,No,No,1,NA,597,FALSE,6,6,"1, 2",1,6,1,1,1,1,6,6,No,4,1,1,1,1,0
-8imgUum9_HAuq5B8r0-QDd2Y8EyHAZjIaB1NyZ6a2lgVIkM2JhNwiuIeXgKHwKP,2018-12-08T10:07:06Z,2018-12-08T10:17:10Z,2018-12-08T10:17:10Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,24,male,Johannes Gutenberg-Universität Mainz,NA,Yes,"1, 2",2,"1, 3, 4, 5, 6, 7, 8, 9",yes,14,3,5,3,"SPSS,Excel",Not Sure,No,1,Es ist echt knifflig sich da an alles zu erinnern,598,FALSE,6,2,6,"1, 2",6,6,6,6,6,6,6,No,2,1,1,0,0,0
Oz1PeeGo4WL1HXGm75MRDfV5E77qdO3YdiS00scrs0xerLm8d_gXr-ue_3j6D2w1,2018-12-08T10:47:30Z,2018-12-08T11:05:33Z,2018-12-08T11:05:33Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,4,21,male,Johannes Gutenberg-Universität Mainz,NA,Yes,"1, 2",2,"1, 6",no,NA,4,5,2,"SPSS,Excel",No,No,1,"Informationen über Open Science & Replikationskriese habe ich nur über Fachschaftsarbeit, nie über die Universität erhalten",599,FALSE,6,2,"1, 2","1, 2",6,1,6,6,"1, 2",6,6,No,2,1,1,0,0,0
VIkumDuahxddYjwqVWkYrkG5Nd3C0DLM92szgvoq6Ox4eSvyo73K6t-asfAE7uzN,2018-12-08T10:52:32Z,2018-12-08T11:03:51Z,2018-12-08T11:03:51Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,33,female,Johannes Gutenberg-Universität Mainz,NA,Yes,"1, 3",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"11, 14",5,5,3,"SPSS,Excel",Yes,Yes,1,NA,600,FALSE,6,"1, 3",6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
d7dPcSpKJiZD8Wwdj236vNitkUaNEZZKwYQxY1NBHqgnKMoskGZMDBya7SkdA39t,2018-12-08T10:56:57Z,2018-12-08T11:03:51Z,2018-12-08T11:03:51Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Universität Bielefeld,NA,Yes,1,6,"1, 3, 7, 8, 9, 11",no,NA,2,4,1,R,Not Sure,No,1,NA,601,TRUE,6,6,1,NA,6,1,6,6,6,6,6,No,1,1,0,0,0,0
FRsJhUsfp_CvYKhga8Ghv2d7f1sVP23xhkCDmhO7XKmJaMsHW_QvvbKUs2bKDYh9,2018-12-08T10:57:56Z,2018-12-08T11:05:17Z,2018-12-08T11:05:17Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Universität Bielefeld,NA,Yes,"1, 3",6,"2, 6, 7, 8",unsure,11,3,5,2,"R,SPSS,Excel",No,No,1,NA,602,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
0bI4IZKBXvuDzc2jlYPv19HX_E7i831b3NkRbn1IUmjIuH0XVZZi8NkwpP5qsFuu,2018-12-08T11:11:30Z,2018-12-08T11:35:10Z,2018-12-08T11:35:10Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,32,female,Universität Bielefeld,NA,Yes,1,6,"1, 2, 3, 4, 7, 8",no,NA,3,4,2,"R,SPSS",No,Yes,1,NA,603,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
aCzWBKDWruKaJ_eEELaTJIU9IkmdEaZg-Swx8e5E__4wKvFvUEEj7S0QuCFmecAi,2018-12-08T11:26:39Z,2018-12-08T11:41:34Z,2018-12-08T11:41:35Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,Yes,"1, 3, 5","1, 2","1, 2, 4, 5, 8",yes,"1, 11",5,5,4,"SPSS,Excel",Yes,Yes,1,NA,604,FALSE,"1, 3, 5","3, 5",6,6,6,6,6,6,6,6,6,No,3,1,0,1,0,1
7vmWCoUBKx4de2YOPqkyAT0_-qgXC_Pb9A8AN5b9XcyBe7onqIds-nvmSNS56lSp,2018-12-08T12:24:01Z,2018-12-08T12:29:14Z,2018-12-08T12:29:14Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,23,female,Universität Koblenz-Landau,Universität Koblenz-Landau,Yes,"1, 2, 3, 4, 5",3,"1, 2, 3, 5, 6, 7, 8, 9",yes,"4, 5, 11",5,5,4,R,Yes,Yes,1,NA,605,FALSE,"1, 2, 3, 4, 5",5,6,6,6,6,6,6,6,6,6,Yes,5,1,1,1,1,1
p2cypLEq6E6zTlx18_djUvoltKcjNWM5OqrSSmc2dnXtlu5JwnJeF14leGpsyt9E,2018-12-08T12:26:40Z,2018-12-08T12:37:21Z,2018-12-08T12:37:21Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,Yes,"1, 3",1,"1, 3, 4, 5, 6, 8",yes,"4, 11",3,5,3,SPSS,Not Sure,Yes,1,NA,606,FALSE,6,1,6,"1, 3",6,6,6,6,6,6,6,No,2,1,0,1,0,0
j2sYEeJr1lQQQXLLRRpDXzQekIj51fh3_-7rDqdsrPPcPVRIQV2WAjpxntaQgQ3h,2018-12-08T13:34:19Z,2018-12-08T13:42:25Z,2018-12-08T13:42:25Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,20,female,Ludwig-Maximilians-Universität München,NA,Yes,"1, 3",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 2, 3, 4, 6, 9, 11, 14, 15",4,5,5,R,Yes,No,1,NA,607,FALSE,"1, 3",1,6,6,6,6,6,6,6,6,6,Yes,2,1,0,1,0,0
Ag3kYBQwVgttqH8yIi488PumILPQfcHRNr1XrGltFP9UupkWwqcSD9SgpYEc5I6z,2018-12-08T14:17:52Z,2018-12-08T18:17:52Z,2018-12-08T18:17:52Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Hildesheim,Universität Osnabrück,Yes,"1, 3",6,"8, 11",unsure,"1, 11",4,3,4,SPSS,Not Sure,Yes,1,NA,608,FALSE,6,6,6,1,6,6,6,6,6,6,6,No,2,1,0,1,0,0
YAAxbqYgyDhm91iIGhb2JQbPZ6aqWpVAjgUWuRCBK7B_PdX0kBDNPDOxiBOvJmYn,2018-12-08T14:19:02Z,2018-12-08T14:23:33Z,2018-12-08T14:23:34Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Johannes Gutenberg-Universität Mainz,NA,Yes,"1, 2",2,"1, 2, 3, 4, 6, 7, 8",yes,"6, 8, 9, 11, 13, 14",4,5,4,"SPSS,Excel,Statistica",Yes,No,1,NA,609,FALSE,6,2,6,6,6,6,6,6,6,6,6,No,2,1,1,0,0,0
jXrQnYqS0WlfY1MWPV2x1fsGvCrxDwHWCgfWjwF6ZnFeTCGocY1kun4CfYurtV3n,2018-12-08T14:42:37Z,2018-12-08T14:47:30Z,2018-12-08T14:47:30Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,male,Universität Bielefeld,NA,Yes,1,6,11,yes,"11, 14, 15",4,5,2,"R,SPSS",No,No,1,NA,610,FALSE,6,6,6,1,6,6,6,6,6,6,6,No,1,1,0,0,0,0
w3Qe41FOcL80-7gkUqMje8Z6KJUlR5vJuqxDpcrY770zypTmUc52Xn8MLgei6HDY,2018-12-08T14:55:09Z,2018-12-08T15:03:51Z,2018-12-08T15:03:51Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,male,4,NA,No,NA,NA,"6, 7, 8, 9",yes,"3, 11",4,5,4,"R,SPSS,Statistica",No,No,1,NA,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
VKx7owyCdkL9G81kwV_6QoqqyWCxwjMGyKAFQC9OlL2fzHLAb2JgZwoGtFbqvREC,2018-12-08T15:37:02Z,2018-12-08T15:44:11Z,2018-12-08T15:44:11Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,17,NA,Yes,"1, 3",1,"1, 2, 4, 7",yes,11,3,5,2,R,No,No,1,NA,612,FALSE,6,3,6,"1, 3",6,6,1,6,3,6,6,No,2,1,0,1,0,0
G9b5RbY7E7h7rtZA3MiWnfcXndQm_DgsXixNYTJUZ7MvKxV30Yyfv-g5_NbxYcFB,2018-12-08T16:00:30Z,2018-12-08T16:05:53Z,2018-12-08T16:05:53Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Johannes Gutenberg-Universität Mainz,NA,Yes,1,6,"1, 3, 4, 6, 7, 8, 9",yes,"8, 14",3,5,4,"SPSS,Excel",No,No,1,NA,613,FALSE,6,6,6,1,6,6,6,6,6,6,6,No,1,1,0,0,0,0
B0064LK81xdlH-zanW_PzdMn0k3UtELYKkd9Duj7iS9li_-iLXbSlcIZgsahngKR,2018-12-08T16:41:05Z,2018-12-08T16:45:45Z,2018-12-08T16:45:45Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,30,female,Technische Universität Chemnitz,Technische Universität Chemnitz,Yes,"1, 2, 3, 4, 5",3,"1, 3, 4, 6",no,NA,5,5,3,"R,SPSS",No,No,1,NA,614,FALSE,4,4,6,"1, 2",6,6,"1, 2, 3",6,6,6,6,No,5,1,1,1,1,1
SZPFaoIZTvI5yMAUe7-MiepQeIvSIO6rAszNCS-FDo53bSQ7oNJLQDTlSTMaqcKw,2018-12-08T16:50:00Z,2018-12-08T16:55:35Z,2018-12-08T16:55:35Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,male,Ruhr-Universität Bochum,Ruhr-Universität Bochum,Yes,"1, 2, 3, 4, 5",1,"1, 2, 3, 4, 6, 7, 8",yes,"5, 9, 11, 14",4,5,3,R,Not Sure,No,1,NA,615,FALSE,"1, 2, 3, 4, 5",5,6,6,6,6,6,6,6,6,6,No,5,1,1,1,1,1
5ikI6ICQ0COVUFDBNbTugJxgrPamrRfYzUcOA95u7fPMQxvblZk-Qo3biB5uIHwF,2018-12-08T19:05:18Z,2018-12-08T19:08:47Z,2018-12-08T19:08:47Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,38,female,Universität Bielefeld,NA,No,NA,NA,10,yes,14,2,3,2,R,No,No,1,NA,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
Nk2M0iBxmrQX8N0qC4JosO_CE9DMJsthXYMhDDc14zQWbU3qnaFUdTjbAj-o04bQ,2018-12-08T19:59:14Z,2018-12-08T20:05:22Z,2018-12-08T20:05:22Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,4,NA,Yes,1,6,"4, 5, 6, 8, 9",no,NA,3,3,2,"SPSS,R",No,No,1,NA,617,FALSE,6,6,1,1,1,1,1,1,1,1,6,No,1,1,0,0,0,0
GAQ8DsQdO_Q1c_aWRUbNsNUjOcbF-xSxmWtLvQ2BF_m39z7m4dzbeQGQjHIocKI-,2018-12-08T20:02:34Z,2018-12-08T20:07:45Z,2018-12-08T20:07:45Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,male,4,NA,Yes,1,5,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"3, 6, 11",5,5,2,"R,SPSS",No,No,1,NA,618,FALSE,6,1,1,1,1,1,1,1,1,1,6,No,1,1,0,0,0,0
vGdeUHf7xRaPlqD-Bd_Sfrse221YJ679Kps4PMpJwBHVqxaOKSZiSv6twon3Vo8E,2018-12-08T20:45:16Z,2018-12-08T21:12:02Z,2018-12-08T21:12:02Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Yes,"1, 2, 3",6,"1, 2, 3, 4, 6, 8",yes,"9, 11",4,4,3,"SPSS,R",Yes,Yes,1,NA,619,FALSE,6,6,"1, 3",6,6,"1, 3",6,3,6,6,6,Yes,3,1,1,1,0,0
UR-w2OdZB416Q3GC4HoQvRNDkYHTuFhkSOyW5ekrD-B9lE8xxTNQiGMvTjku5nb0,2018-12-08T20:51:46Z,2018-12-08T20:57:04Z,2018-12-08T20:57:04Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Georg-August-Universität Göttingen,NA,Yes,1,1,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 4, 6, 11, 14",4,5,5,R,Yes,Yes,1,NA,620,FALSE,1,1,6,6,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
IxfoHHW-YpCtcJlbizRIx3BV-f2NeWUHJY-S-4aBApSIatA527bygnEV7vId7b6s,2018-12-08T22:06:44Z,2018-12-08T22:09:20Z,2018-12-08T22:09:20Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Justus-Liebig-Universität Gießen,NA,No,NA,NA,"1, 2, 3, 4, 5, 6, 8",unsure,14,4,4,2,"SPSS,Excel",No,No,1,NA,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
TsFN2yCYjbXrFmpH2vXnEMK3tuE0GYx6rFjk8pF5L6UzI0vYLEYA-VdyuY_De4vH,2018-12-09T02:59:01Z,2018-12-09T03:08:13Z,2018-12-09T03:08:13Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,26,female,Goethe-Universität Frankfurt,NA,Yes,"1, 2, 3, 5","3, 4, 5","1, 2, 4, 5, 7",yes,"3, 9",5,5,5,"SPSS,MPlus",Yes,Yes,1,Go team savage survey <3,622,FALSE,"3, 5","3, 5","2, 5",2,6,6,2,2,2,2,6,Yes,4,1,1,1,0,1
xSAFABUj6ENLBeGlPt2R7T2IPIpXyilhM68pLXlFOMd6yNOPXZ2TKkH0MZaObCOK,2018-12-09T08:57:32Z,2018-12-09T09:02:41Z,2018-12-09T09:02:41Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,4,NA,No,NA,NA,11,unsure,"3, 11",4,5,2,R,No,No,1,NA,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
lSIMs0ybGA7bwxdb144UiwCh4O-nv3HDULtw_LP81fety_PGgs3DDxIDfnVG_CjA,2018-12-09T10:13:53Z,2018-12-09T10:19:00Z,2018-12-09T10:19:00Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,17,NA,Yes,1,6,"1, 2, 3, 7, 8",yes,"2, 6, 11",3,5,3,"R,SPSS",No,No,1,NA,624,FALSE,6,6,1,1,6,1,6,6,1,6,6,No,1,1,0,0,0,0
AzVsQm5_PpVIkDnFEfCypK9zzNAyGBCkot7tXeq64II86ZwOnW-SEQ8kzeJBVa_O,2018-12-09T11:01:59Z,2018-12-09T11:10:46Z,2018-12-09T11:10:46Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Westfälische Wilhelms-Universität Münster,Georg-August-Universität Göttingen,Yes,"1, 3, 5",6,"1, 5, 11",yes,"5, 9",4,5,4,"SPSS,R",No,No,1,NA,625,FALSE,1,6,6,1,5,6,6,6,6,6,6,Yes,3,1,0,1,0,1
IoiDCyrGSxrIDc2MiolTeDYFalSiKEL9ZInEdeeumhD0ui1ZMTzZYAJaM7NiK9Yj,2018-12-09T11:36:30Z,2018-12-09T11:41:01Z,2018-12-09T11:41:01Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Georg-August-Universität Göttingen,NA,No,NA,NA,"2, 3, 5, 6, 7, 8, 9",yes,"6, 11",4,4,3,Excel,No,Yes,1,NA,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,0,NA,NA,NA,NA,NA
augUV2CUlx1FXNg0r0x67kpaQbP6ljvYcAhxBOpPWmpCdcW1mSpL-o55JIUrP58p,2018-12-09T14:20:14Z,2018-12-09T14:27:03Z,2018-12-09T14:27:03Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"5, 6, 11",4,5,5,R,No,Yes,1,"In unserem Empra habe einfach immer alle Studierenden des Moduls an der Studie teilgenommen. Deshalb ist es für mich schwierig, alle Fragen zu beantworten, die damit zu tun haben, wie VP erhoben wurden",627,FALSE,6,6,6,6,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
P78DFSW3IVtmbaXuoV9cbkR8x057G1RAv0OHWEz6xFSwDmR6ORbkmUV0wbs-waY_,2018-12-09T15:02:39Z,2018-12-09T15:08:50Z,2018-12-09T15:08:50Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 5, 6, 11",5,5,5,R,Yes,Yes,1,NA,628,FALSE,6,6,6,1,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
iLRYT_zvCaYT8Wlxo3sHKNk-Ty2J2NMhEkTTe9m76QAqHBDUTR447597QwCzzoBm,2018-12-09T15:54:40Z,2018-12-09T15:58:39Z,2018-12-09T15:58:39Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Otto-Friedrich-Universität Bamberg,NA,Yes,1,6,11,no,NA,3,4,2,SPSS,Not Sure,No,1,NA,629,FALSE,6,6,1,1,6,1,6,1,6,1,6,No,1,1,0,0,0,0
UVH7XIPLYGqTEfm2XHhF9s_LyPFseCUhZWwKtJwDt0T-wVCNeLQRoSgknHg53tJa,2018-12-09T16:40:57Z,2018-12-09T16:49:10Z,2018-12-09T16:49:10Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,20,NA,Yes,"1, 2",1,"1, 2, 4, 5, 6, 7, 8, 9",yes,11,3,4,3,"SPSS,R",No,No,1,NA,630,TRUE,6,"1, 2",6,1,6,2,6,NA,6,6,6,No,2,1,1,0,0,0
01V0apTmcRjt-Uh2TQy9RORhL_4wzunYn6T5bMPdXUnPet8wbt4Cz8W2rRDGMeMg,2018-12-09T17:00:32Z,2018-12-09T17:06:02Z,2018-12-09T17:06:02Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,24,female,20,NA,Yes,"1, 2, 5",6,"2, 3, 4, 5, 6, 7, 8, 9",yes,"6, 11",3,4,2,"SPSS,R,G-Power",No,No,1,NA,631,FALSE,"1, 5",6,6,6,6,6,6,"1, 5",6,6,6,No,3,1,1,0,0,1
e8c6M92-Z-Z8H96UoytCtquw_C2bO4pLltdbpsqYxjat5u0jzgazQwV6BSoxK7dS,2018-12-09T17:02:25Z,2018-12-09T17:09:33Z,2018-12-09T17:09:33Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,20,NA,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 7, 8",yes,"11, 14",4,5,3,SPSS,No,No,1,NA,632,FALSE,"1, 2",6,3,5,6,6,"3, 5",6,6,3,6,No,3,1,1,1,0,0
6v3qwZeGp5MxWR-d4-YsyN9NcChDgvmjK8RKiWBbVys6CbxF-peXR-xUOTvIc08d,2018-12-09T17:20:51Z,2018-12-09T18:06:24Z,2018-12-09T18:06:24Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,male,SRH Heidelberg,NA,No,NA,NA,11,yes,"6, 11",5,5,3,SPSS,No,No,1,NA,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
4dt7dnlkItUh5aKpoeF2YvKq09U7qx2VXNyqkSC_4bLN4EKAwyQzKkPQ2AUGH2cl,2018-12-09T17:31:31Z,2018-12-09T17:41:43Z,2018-12-09T17:41:44Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,4,NA,Yes,"1, 3",6,"4, 6",no,NA,5,5,1,"SPSS,R",No,No,1,NA,634,FALSE,6,6,6,"1, 3",6,6,6,"1, 3",6,1,6,No,2,1,0,1,0,0
U0H62AJC6XKB6i1EvndQ6uZWfrZsHiSjxDt8cKntclhiUAtduxBgkE8BW0iVq2s4,2018-12-09T17:47:30Z,2018-12-09T17:52:42Z,2018-12-09T17:52:43Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,4,NA,No,NA,NA,"2, 5, 6, 8",yes,11,2,4,1,"R,SPSS",No,No,1,NA,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
6GmeC87AlD_bML9rsm1lpwzp7xIDsr-OXbgfsOTsGS1RU0IVAaaE61HyUcf3MpjO,2018-12-09T18:06:53Z,2018-12-09T18:13:54Z,2018-12-09T18:13:54Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Otto-Friedrich-Universität Bamberg,NA,Yes,"1, 5",6,"1, 2, 4, 7, 8",yes,"1, 5, 7, 14",2,2,2,SPSS,No,Not Sure,1,NA,636,FALSE,6,6,6,1,6,6,6,6,6,6,6,No,2,1,0,0,0,1
cVzNd3j33xo6WxmqLzNQtq4lOF_0kAtu-Gg5PoaGjo1eEZUX87ww2lDPccxeFnxA,2018-12-09T18:32:17Z,2018-12-09T18:40:57Z,2018-12-09T18:40:57Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 3, 4",6,"1, 4, 5, 7, 9",yes,"2, 3, 5",3,4,2,R,Yes,Yes,1,NA,637,FALSE,"1, 3",6,6,"1, 3",6,6,1,6,6,6,1,Yes,3,1,0,1,1,0
3hzDweYdVV2ygSAfRa1q9QXP4gkI2aOQ6fPg7ypiH_QMkuXOwayfZ8iwoh3EzEIa,2018-12-09T18:42:31Z,2018-12-09T18:45:39Z,2018-12-09T18:45:39Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Ludwig-Maximilians-Universität München,NA,Yes,1,6,"3, 7, 8",yes,11,4,5,2,R,No,No,1,NA,638,FALSE,1,6,1,6,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
ANk4GUTBd-PL7pUzqhas8f1pnAURgpOGla3hhzxkzBd1jSpo35KjQfwPwxQpXuWM,2018-12-09T18:46:24Z,2018-12-09T18:51:03Z,2018-12-09T18:51:03Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,23,female,Julius-Maximilians-Universität Würzburg,NA,Yes,"1, 3",1,"1, 2, 3, 6, 7, 8",yes,"2, 5, 11, 14",3,5,4,"Excel,SPSS,jamovi",Not Sure,Yes,1,NA,639,FALSE,1,1,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
yz0RnGBfEpSC_M_RwbR8QelPhog_pKhfQvkzdJdD_yathATbzaruhkkug8YhNzRm,2018-12-09T20:11:14Z,2018-12-09T20:29:20Z,2018-12-09T20:29:20Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,4,NA,Yes,"1, 3",6,"1, 2, 3, 4, 6, 7, 8, 9",yes,"4, 11",4,4,3,"SPSS,R",No,Not Sure,1,"Thema Präregistrierung:
Es wurde in den Expras gelehrt, dass man das Experiment vorher plant und dies auch gemeinsam vorgenommen. Trotz allem, musste man diese Planung nicht ab jemanden abgeben, d.h. nicht ""offiziell"" präregistrieren. Trotz alledem wurde diese Thematik vermittelt. Es war schwierig da jetzt die passende Anwtort bei diesem Fragenkomplex zu finden.",640,FALSE,6,6,6,"1, 3",6,6,6,6,6,6,6,No,2,1,0,1,0,0
qj7vXYVnVNjtG3Ip6isQqHGBeOQSiYEIQAp8clcRkYbll5CuXEEUXxFVivH91BVz,2018-12-09T21:30:31Z,2018-12-09T21:35:21Z,2018-12-09T21:35:21Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,4,NA,No,NA,NA,"2, 5, 6, 8, 11",yes,11,5,5,3,R,No,Not Sure,1,NA,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
1vDKDrFPwdPrWmQBBvWuQO3r_FA6Jw_QsLyDtxVPWzHwBnpLrVhFdqJwFNfcc2Qc,2018-12-09T21:30:56Z,2018-12-09T21:39:15Z,2018-12-09T21:39:15Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Georg-August-Universität Göttingen,NA,Yes,"1, 2","1, 3","1, 2, 3, 5, 6, 8",yes,"1, 2, 4, 5, 6, 7, 9, 11, 12, 14",5,5,3,R,Yes,Yes,1,NA,642,FALSE,"1, 2",1,6,2,6,6,6,6,6,6,6,Yes,2,1,1,0,0,0
wGcru7wjU6OVJi_QsFFw8CRbQ2QHbY_tqaLJnhsVrP4FNuSgXasIBM-ESdxckbFo,2018-12-09T23:30:58Z,2018-12-09T23:37:50Z,2018-12-09T23:37:50Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,2,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8",unsure,"1, 6, 11",3,4,4,SPSS,No,No,1,NA,644,FALSE,1,6,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
-9CDG0waVOOhq3dBx5kQd1j_h6Z_01JQpe0jWwUPbPchjjNocJxMx-O8SDX4Nqvr,2018-12-09T23:49:43Z,2018-12-10T00:00:14Z,2018-12-10T00:00:14Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,male,2,NA,Yes,1,6,"1, 2, 3, 6, 8",yes,"1, 5, 6, 11",4,5,4,SPSS,No,Yes,1,NA,645,FALSE,1,1,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
